Years Elapsed,Cumulative Out-Migrants,Instant Out-Migrants,Average Out-Migrants,Total Re-Migrants,Instant Re-Migrants,Average Re-Migrants,Total Marriages,Total Births,Total Deaths,Average Laborers,Average Household Size,Average Income,Population,GTGP Parcels Per Household,Non-GTGP Parcels Per Household
79,669,81,0.8617021276595744,586,154,1.6382978723404256,155.0,432,290,1.7765957446808511,4.627659574468085,20102.77570121533,339,2.404255319148936,0.10638297872340426
80,673,81,0.8617021276595744,590,154,1.6382978723404256,160.0,433,290,1.7872340425531914,4.638297872340425,19929.207372332,340,2.4148936170212765,0.09574468085106383
Years Elapsed,Cumulative Out-Migrants,Instant Out-Migrants,Average Out-Migrants,Total Re-Migrants,Instant Re-Migrants,Average Re-Migrants,Total Marriages,Total Births,Total Deaths,Average Laborers,Average Household Size,Average Income,Population,GTGP Parcels Per Household,Non-GTGP Parcels Per Household
0,97,80,0.851063829787234,15,15,0.1595744680851064,2.0,0,2,1.6382978723404256,3.106382978723404,20087.835797246866,196,0.010638297872340425,2.5
1,110,84,0.8936170212765957,24,16,0.1702127659574468,3.0,0,4,1.6170212765957446,3.0425531914893615,20793.18632506563,190,1.372340425531915,1.1382978723404256
2,118,83,0.8829787234042553,33,20,0.2127659574468085,4.0,0,8,1.6382978723404256,3.0106382978723403,20445.090026986974,187,1.7340425531914894,0.776595744680851
3,125,82,0.8723404255319149,41,24,0.2553191489361702,4.0,22,8,1.6382978723404256,3.25531914893617,20564.31734811986,210,1.8829787234042554,0.6276595744680851
4,134,81,0.8617021276595744,51,28,0.2978723404255319,8.0,28,13,1.648936170212766,3.276595744680851,20653.30446179941,212,1.9574468085106382,0.5531914893617021
5,138,81,0.8617021276595744,55,30,0.3191489361702128,10.0,34,16,1.648936170212766,3.3085106382978724,20211.328853719828,215,2.0106382978723403,0.5
6,145,79,0.8404255319148937,64,33,0.35106382978723405,13.0,41,16,1.6702127659574468,3.404255319148936,20015.664447146944,224,2.095744680851064,0.4148936170212766
7,159,82,0.8723404255319149,75,30,0.3191489361702128,16.0,51,21,1.6382978723404256,3.425531914893617,20341.557898623927,226,2.1382978723404253,0.3723404255319149
8,168,83,0.8829787234042553,83,32,0.3404255319148936,16.0,56,22,1.6595744680851063,3.4574468085106385,20172.92182297346,229,2.148936170212766,0.3617021276595745
9,176,83,0.8829787234042553,91,35,0.3723404255319149,19.0,61,25,1.6595744680851063,3.478723404255319,20453.922932501915,231,2.1595744680851063,0.35106382978723405
10,182,81,0.8617021276595744,99,37,0.39361702127659576,19.0,66,26,1.6702127659574468,3.5425531914893615,20203.713490644248,237,2.1808510638297873,0.32978723404255317
11,193,83,0.8829787234042553,108,35,0.3723404255319149,22.0,71,28,1.6808510638297873,3.5531914893617023,20203.713490644248,238,2.202127659574468,0.30851063829787234
12,197,84,0.8936170212765957,111,34,0.3617021276595745,22.0,76,30,1.6702127659574468,3.574468085106383,20780.860901157514,240,2.202127659574468,0.30851063829787234
13,205,80,0.851063829787234,123,43,0.4574468085106383,24.0,82,35,1.7127659574468086,3.627659574468085,19776.52553191489,245,2.234042553191489,0.2765957446808511
14,216,80,0.851063829787234,134,44,0.46808510638297873,24.0,86,41,1.702127659574468,3.606382978723404,19776.52553191489,243,2.25531914893617,0.2553191489361702
15,231,81,0.8617021276595744,148,46,0.48936170212765956,24.0,88,45,1.6914893617021276,3.574468085106383,19776.52553191489,240,2.25531914893617,0.2553191489361702
16,242,81,0.8617021276595744,159,46,0.48936170212765956,25.0,92,48,1.7127659574468086,3.5851063829787235,20069.634070280732,241,2.297872340425532,0.2127659574468085
17,255,83,0.8829787234042553,170,46,0.48936170212765956,26.0,97,53,1.6808510638297873,3.5638297872340425,20150.866050640023,239,2.297872340425532,0.2127659574468085
18,267,83,0.8829787234042553,182,49,0.5212765957446809,27.0,99,57,1.6702127659574468,3.5425531914893615,19809.94814572924,237,2.3191489361702127,0.19148936170212766
19,280,85,0.9042553191489362,193,51,0.5425531914893617,27.0,103,63,1.648936170212766,3.5,20239.485267606815,233,2.3191489361702127,0.19148936170212766
20,286,81,0.8617021276595744,203,55,0.5851063829787234,29.0,111,65,1.6808510638297873,3.606382978723404,20315.874512736747,243,2.3191489361702127,0.19148936170212766
21,303,84,0.8936170212765957,217,53,0.5638297872340425,29.0,115,68,1.6595744680851063,3.5851063829787235,20638.65093178315,241,2.3191489361702127,0.19148936170212766
22,310,84,0.8936170212765957,224,53,0.5638297872340425,29.0,120,68,1.6808510638297873,3.6382978723404253,20343.662477788785,246,2.3191489361702127,0.19148936170212766
23,319,84,0.8936170212765957,233,56,0.5957446808510638,29.0,127,72,1.6914893617021276,3.6702127659574466,20483.063236434227,249,2.3297872340425534,0.18085106382978725
24,324,83,0.8829787234042553,239,58,0.6170212765957447,36.0,132,74,1.6914893617021276,3.7127659574468086,20264.44033909684,253,2.3297872340425534,0.18085106382978725
25,332,81,0.8617021276595744,249,61,0.648936170212766,36.0,136,76,1.7127659574468086,3.75531914893617,20259.771265394596,257,2.3297872340425534,0.18085106382978725
26,341,83,0.8829787234042553,256,60,0.6382978723404256,38.0,142,78,1.7127659574468086,3.776595744680851,20469.888185265147,259,2.3297872340425534,0.18085106382978725
27,348,82,0.8723404255319149,264,64,0.6808510638297872,41.0,152,81,1.7446808510638299,3.8617021276595747,20231.72016707167,267,2.3297872340425534,0.18085106382978725
28,363,80,0.851063829787234,281,68,0.723404255319149,45.0,156,84,1.7446808510638299,3.893617021276596,20231.72016707167,270,2.3297872340425534,0.18085106382978725
29,373,81,0.8617021276595744,290,67,0.7127659574468085,48.0,163,89,1.7446808510638299,3.904255319148936,20171.25204871657,271,2.3297872340425534,0.18085106382978725
30,390,83,0.8829787234042553,305,66,0.7021276595744681,51.0,166,90,1.7234042553191489,3.904255319148936,20443.592431528723,271,2.3404255319148937,0.1702127659574468
31,394,80,0.851063829787234,312,71,0.7553191489361702,53.0,174,95,1.7446808510638299,3.9680851063829787,20304.587547768384,277,2.351063829787234,0.1595744680851064
32,403,83,0.8829787234042553,318,70,0.7446808510638298,54.0,181,98,1.7234042553191489,3.978723404255319,20454.26471381991,278,2.351063829787234,0.1595744680851064
33,408,80,0.851063829787234,326,73,0.776595744680851,55.0,187,98,1.7340425531914894,4.074468085106383,20211.366684263117,287,2.3617021276595747,0.14893617021276595
34,422,82,0.8723404255319149,338,72,0.7659574468085106,57.0,197,99,1.7446808510638299,4.148936170212766,20027.683373259304,294,2.3617021276595747,0.14893617021276595
35,431,80,0.851063829787234,349,76,0.8085106382978723,60.0,205,103,1.7553191489361701,4.212765957446808,20073.484344944653,300,2.3617021276595747,0.14893617021276595
36,443,82,0.8723404255319149,359,76,0.8085106382978723,61.0,214,109,1.7340425531914894,4.223404255319149,19914.262427297355,301,2.372340425531915,0.13829787234042554
37,453,82,0.8723404255319149,369,78,0.8297872340425532,61.0,221,113,1.7446808510638299,4.25531914893617,20417.95958596154,304,2.372340425531915,0.13829787234042554
38,460,81,0.8617021276595744,377,80,0.851063829787234,62.0,225,118,1.7553191489361701,4.25531914893617,20257.76127219702,304,2.372340425531915,0.13829787234042554
39,470,79,0.8404255319148937,389,84,0.8936170212765957,64.0,229,119,1.7765957446808511,4.308510638297872,20141.778416790276,309,2.372340425531915,0.13829787234042554
40,486,81,0.8617021276595744,403,83,0.8829787234042553,65.0,235,124,1.7446808510638299,4.297872340425532,20341.87497094218,308,2.372340425531915,0.13829787234042554
41,503,82,0.8723404255319149,419,86,0.9148936170212766,69.0,240,131,1.7553191489361701,4.26595744680851,20681.905853134955,305,2.372340425531915,0.13829787234042554
42,510,80,0.851063829787234,428,89,0.9468085106382979,72.0,248,136,1.7765957446808511,4.319148936170213,20264.242710789487,310,2.372340425531915,0.13829787234042554
43,527,82,0.8723404255319149,443,90,0.9574468085106383,76.0,258,139,1.7553191489361701,4.372340425531915,20510.987090328224,315,2.372340425531915,0.13829787234042554
44,536,81,0.8617021276595744,453,94,1.0,80.0,262,145,1.7765957446808511,4.361702127659575,20418.672164659973,314,2.372340425531915,0.13829787234042554
45,549,80,0.851063829787234,467,96,1.0212765957446808,82.0,269,150,1.7872340425531914,4.3936170212765955,20322.8318285621,317,2.372340425531915,0.13829787234042554
46,560,80,0.851063829787234,478,102,1.0851063829787233,85.0,277,156,1.797872340425532,4.414893617021277,19847.6088480535,319,2.372340425531915,0.13829787234042554
47,569,80,0.851063829787234,487,103,1.0957446808510638,88.0,287,160,1.797872340425532,4.4787234042553195,19776.52553191489,325,2.372340425531915,0.13829787234042554
48,584,80,0.851063829787234,502,108,1.148936170212766,93.0,293,168,1.7872340425531914,4.457446808510638,19776.52553191489,323,2.372340425531915,0.13829787234042554
49,605,82,0.8723404255319149,521,108,1.148936170212766,94.0,298,170,1.7872340425531914,4.468085106382978,20222.157603407064,324,2.372340425531915,0.13829787234042554
50,615,80,0.851063829787234,533,117,1.2446808510638299,95.0,305,176,1.8085106382978724,4.5,19849.65106965422,327,2.372340425531915,0.13829787234042554
51,629,82,0.8723404255319149,545,118,1.2553191489361701,98.0,313,184,1.7872340425531914,4.4787234042553195,19849.65106965422,325,2.372340425531915,0.13829787234042554
52,638,83,0.8829787234042553,553,118,1.2553191489361701,102.0,316,189,1.797872340425532,4.446808510638298,19863.023821335384,322,2.372340425531915,0.13829787234042554
53,641,77,0.8191489361702128,562,124,1.3191489361702127,105.0,321,196,1.8297872340425532,4.48936170212766,19776.52553191489,326,2.372340425531915,0.13829787234042554
54,659,81,0.8617021276595744,576,121,1.2872340425531914,108.0,333,201,1.7872340425531914,4.5212765957446805,20076.794318467313,329,2.372340425531915,0.13829787234042554
55,668,81,0.8617021276595744,585,124,1.3191489361702127,112.0,342,204,1.8085106382978724,4.585106382978723,19954.19753005616,335,2.372340425531915,0.13829787234042554
56,677,81,0.8617021276595744,594,126,1.3404255319148937,115.0,351,210,1.8085106382978724,4.617021276595745,20202.935542060175,338,2.372340425531915,0.13829787234042554
57,687,83,0.8829787234042553,602,127,1.351063829787234,118.0,356,216,1.7872340425531914,4.585106382978723,20683.450136535415,335,2.372340425531915,0.13829787234042554
58,693,81,0.8617021276595744,610,132,1.4042553191489362,121.0,363,219,1.8297872340425532,4.648936170212766,20328.759625557144,341,2.372340425531915,0.13829787234042554
59,699,82,0.8723404255319149,615,131,1.3936170212765957,124.0,370,221,1.8191489361702127,4.691489361702128,20405.305168183688,345,2.372340425531915,0.13829787234042554
60,705,80,0.851063829787234,623,136,1.446808510638298,126.0,374,226,1.851063829787234,4.702127659574468,19994.13252445834,346,2.372340425531915,0.13829787234042554
61,713,82,0.8723404255319149,629,135,1.4361702127659575,128.0,381,232,1.8297872340425532,4.691489361702128,20243.77563098589,345,2.372340425531915,0.13829787234042554
62,720,81,0.8617021276595744,637,135,1.4361702127659575,129.0,388,235,1.8404255319148937,4.74468085106383,19954.68736502161,350,2.372340425531915,0.13829787234042554
63,732,82,0.8723404255319149,648,136,1.446808510638298,133.0,390,236,1.851063829787234,4.74468085106383,20416.949583609137,350,2.372340425531915,0.13829787234042554
64,738,80,0.851063829787234,656,138,1.4680851063829787,138.0,399,243,1.8617021276595744,4.787234042553192,20387.1876374772,354,2.372340425531915,0.13829787234042554
65,747,84,0.8936170212765957,661,136,1.446808510638298,141.0,409,248,1.8297872340425532,4.797872340425532,20886.47462267764,355,2.372340425531915,0.13829787234042554
66,748,83,0.8829787234042553,663,137,1.4574468085106382,146.0,412,250,1.8297872340425532,4.819148936170213,20780.57291218339,357,2.372340425531915,0.13829787234042554
67,754,81,0.8617021276595744,671,141,1.5,150.0,420,253,1.8617021276595744,4.8936170212765955,20086.278665470938,364,2.372340425531915,0.13829787234042554
68,764,81,0.8617021276595744,681,148,1.574468085106383,154.0,427,260,1.8829787234042554,4.8936170212765955,20253.437432647414,364,2.372340425531915,0.13829787234042554
69,776,82,0.8723404255319149,692,149,1.5851063829787233,154.0,439,264,1.8829787234042554,4.968085106382978,20283.452711760165,371,2.372340425531915,0.13829787234042554
70,780,82,0.8723404255319149,696,151,1.6063829787234043,158.0,450,267,1.8829787234042554,5.053191489361702,20165.672608086592,379,2.372340425531915,0.13829787234042554
71,793,82,0.8723404255319149,709,155,1.648936170212766,161.0,459,273,1.9042553191489362,5.085106382978723,20249.5454948481,382,2.372340425531915,0.13829787234042554
72,800,80,0.851063829787234,718,162,1.7234042553191489,164.0,466,280,1.946808510638298,5.1063829787234045,19966.519377163902,384,2.372340425531915,0.13829787234042554
73,807,80,0.851063829787234,725,163,1.7340425531914894,165.0,476,285,1.9574468085106382,5.159574468085107,19962.95918064051,389,2.372340425531915,0.13829787234042554
74,812,82,0.8723404255319149,728,161,1.7127659574468086,168.0,483,288,1.9361702127659575,5.180851063829787,19962.95918064051,391,2.372340425531915,0.13829787234042554
75,816,82,0.8723404255319149,732,163,1.7340425531914894,172.0,489,288,1.946808510638298,5.24468085106383,19915.85211942251,397,2.372340425531915,0.13829787234042554
76,818,82,0.8723404255319149,734,163,1.7340425531914894,178.0,494,288,1.9574468085106382,5.297872340425532,20034.313136824156,402,2.372340425531915,0.13829787234042554
77,822,82,0.8723404255319149,738,164,1.7446808510638299,181.0,500,288,1.946808510638298,5.361702127659575,19922.50194610589,408,2.372340425531915,0.13829787234042554
78,826,81,0.8617021276595744,743,168,1.7872340425531914,184.0,509,289,1.9574468085106382,5.457446808510638,19820.224954046465,417,2.372340425531915,0.13829787234042554
79,833,82,0.8723404255319149,749,169,1.797872340425532,187.0,514,289,1.9574468085106382,5.5,19978.401868977628,421,2.372340425531915,0.13829787234042554
80,837,81,0.8617021276595744,754,171,1.8191489361702127,189.0,518,290,1.9574468085106382,5.542553191489362,19873.087887055,425,2.372340425531915,0.13829787234042554
Years Elapsed,Cumulative Out-Migrants,Instant Out-Migrants,Average Out-Migrants,Total Re-Migrants,Instant Re-Migrants,Average Re-Migrants,Total Marriages,Total Births,Total Deaths,Average Laborers,Average Household Size,Average Income,Population,GTGP Parcels Per Household,Non-GTGP Parcels Per Household
0,103,80,0.851063829787234,21,21,0.22340425531914893,3.0,0,4,1.6382978723404256,3.0851063829787235,20041.99783435997,194,0.010638297872340425,2.5
1,113,81,0.8617021276595744,30,22,0.23404255319148937,4.0,0,6,1.6595744680851063,3.0531914893617023,20417.007404801796,191,1.4148936170212767,1.0957446808510638
2,121,83,0.8829787234042553,36,22,0.23404255319148937,6.0,0,9,1.6595744680851063,3.0,20528.98936607544,186,1.797872340425532,0.7127659574468085
3,124,81,0.8617021276595744,41,24,0.2553191489361702,7.0,20,10,1.6808510638297873,3.223404255319149,20167.639471861996,207,1.9361702127659575,0.574468085106383
4,135,80,0.851063829787234,53,29,0.30851063829787234,9.0,24,12,1.702127659574468,3.25531914893617,20129.477118441435,210,2.0425531914893615,0.46808510638297873
5,148,83,0.8829787234042553,63,30,0.3191489361702128,9.0,28,17,1.6808510638297873,3.2127659574468086,20363.678468347163,206,2.1382978723404253,0.3723404255319149
6,155,80,0.851063829787234,73,34,0.3617021276595745,11.0,30,21,1.7127659574468086,3.223404255319149,20013.75226409145,207,2.148936170212766,0.3617021276595745
7,168,80,0.851063829787234,86,38,0.40425531914893614,14.0,36,24,1.7127659574468086,3.25531914893617,19903.667811345556,210,2.202127659574468,0.30851063829787234
8,178,82,0.8723404255319149,94,37,0.39361702127659576,15.0,38,26,1.702127659574468,3.234042553191489,19914.809985760246,208,2.234042553191489,0.2765957446808511
9,185,84,0.8936170212765957,99,37,0.39361702127659576,18.0,43,29,1.6914893617021276,3.234042553191489,20033.82096641961,208,2.24468085106383,0.26595744680851063
10,189,84,0.8936170212765957,103,38,0.40425531914893614,18.0,45,33,1.6914893617021276,3.2127659574468086,20425.62235943965,206,2.24468085106383,0.26595744680851063
11,195,82,0.8723404255319149,111,43,0.4574468085106383,19.0,54,36,1.702127659574468,3.297872340425532,19779.11867696872,214,2.25531914893617,0.2553191489361702
12,200,80,0.851063829787234,118,45,0.4787234042553192,19.0,58,38,1.7234042553191489,3.3404255319148937,19779.11867696872,218,2.265957446808511,0.24468085106382978
13,207,81,0.8617021276595744,124,44,0.46808510638297873,20.0,65,41,1.7127659574468086,3.372340425531915,20089.982846818042,221,2.2872340425531914,0.22340425531914893
14,215,80,0.851063829787234,133,47,0.5,20.0,70,43,1.7234042553191489,3.4148936170212765,19915.83623368962,225,2.297872340425532,0.2127659574468085
15,221,81,0.8617021276595744,138,47,0.5,20.0,74,47,1.7127659574468086,3.404255319148936,19915.83623368962,224,2.3085106382978724,0.20212765957446807
16,229,81,0.8617021276595744,146,47,0.5,20.0,79,50,1.7234042553191489,3.425531914893617,20234.68103598856,226,2.3085106382978724,0.20212765957446807
17,237,79,0.8404255319148937,156,51,0.5425531914893617,21.0,85,52,1.7234042553191489,3.4893617021276597,19930.540817848454,232,2.3191489361702127,0.19148936170212766
18,253,79,0.8404255319148937,172,55,0.5851063829787234,22.0,87,57,1.7127659574468086,3.4574468085106385,19876.267743141925,229,2.3191489361702127,0.19148936170212766
19,273,79,0.8404255319148937,192,58,0.6170212765957447,22.0,93,60,1.7127659574468086,3.4893617021276597,19973.424375066435,232,2.3191489361702127,0.19148936170212766
20,286,80,0.851063829787234,204,58,0.6170212765957447,25.0,94,61,1.702127659574468,3.478723404255319,19869.15773137372,231,2.3191489361702127,0.19148936170212766
21,295,80,0.851063829787234,213,59,0.6276595744680851,25.0,98,63,1.702127659574468,3.5,19869.15773137372,233,2.3297872340425534,0.18085106382978725
22,310,82,0.8723404255319149,226,59,0.6276595744680851,25.0,102,68,1.6808510638297873,3.4680851063829787,19939.928264776558,230,2.3297872340425534,0.18085106382978725
23,317,78,0.8297872340425532,237,65,0.6914893617021277,25.0,107,73,1.7234042553191489,3.5106382978723403,19907.410494224736,234,2.3297872340425534,0.18085106382978725
24,327,83,0.8829787234042553,242,60,0.6382978723404256,31.0,111,73,1.6808510638297873,3.5,20345.04905954993,233,2.3404255319148937,0.1702127659574468
25,336,81,0.8617021276595744,253,65,0.6914893617021277,32.0,118,75,1.702127659574468,3.574468085106383,19776.52553191489,240,2.3404255319148937,0.1702127659574468
26,349,81,0.8617021276595744,266,65,0.6914893617021277,34.0,122,76,1.702127659574468,3.606382978723404,20049.535309943596,243,2.351063829787234,0.1595744680851064
27,359,81,0.8617021276595744,276,66,0.7021276595744681,35.0,132,77,1.6914893617021276,3.702127659574468,19776.52553191489,252,2.351063829787234,0.1595744680851064
28,370,78,0.8297872340425532,290,70,0.7446808510638298,37.0,137,79,1.7234042553191489,3.765957446808511,19776.52553191489,258,2.351063829787234,0.1595744680851064
29,382,81,0.8617021276595744,299,69,0.7340425531914894,39.0,142,81,1.7127659574468086,3.765957446808511,20124.967330221047,258,2.3617021276595747,0.14893617021276595
30,395,81,0.8617021276595744,312,70,0.7446808510638298,42.0,146,86,1.702127659574468,3.75531914893617,20054.271589550262,257,2.3617021276595747,0.14893617021276595
31,401,80,0.851063829787234,319,75,0.7978723404255319,43.0,150,91,1.7127659574468086,3.75531914893617,20032.478707702394,257,2.372340425531915,0.13829787234042554
32,410,80,0.851063829787234,328,77,0.8191489361702128,47.0,155,93,1.7127659574468086,3.7872340425531914,20052.868883658484,260,2.372340425531915,0.13829787234042554
33,417,82,0.8723404255319149,333,74,0.7872340425531915,50.0,158,95,1.702127659574468,3.776595744680851,20308.77868546057,259,2.372340425531915,0.13829787234042554
34,423,81,0.8617021276595744,340,75,0.7978723404255319,53.0,160,96,1.702127659574468,3.797872340425532,19987.86862274357,261,2.372340425531915,0.13829787234042554
35,431,81,0.8617021276595744,348,76,0.8085106382978723,54.0,164,97,1.702127659574468,3.8297872340425534,20019.872175043798,264,2.372340425531915,0.13829787234042554
36,444,82,0.8723404255319149,360,77,0.8191489361702128,56.0,173,101,1.7127659574468086,3.872340425531915,20246.225587591976,268,2.372340425531915,0.13829787234042554
37,456,80,0.851063829787234,374,81,0.8617021276595744,57.0,179,106,1.7340425531914894,3.904255319148936,19879.33398436344,271,2.372340425531915,0.13829787234042554
38,471,81,0.8617021276595744,388,86,0.9148936170212766,60.0,182,113,1.7340425531914894,3.851063829787234,19776.52553191489,266,2.372340425531915,0.13829787234042554
39,482,79,0.8404255319148937,401,92,0.9787234042553191,61.0,197,119,1.7446808510638299,3.9680851063829787,20019.09516549745,277,2.382978723404255,0.1276595744680851
40,496,81,0.8617021276595744,413,91,0.9680851063829787,65.0,199,122,1.7234042553191489,3.9361702127659575,20393.222752257563,274,2.382978723404255,0.1276595744680851
41,505,80,0.851063829787234,423,93,0.9893617021276596,66.0,205,125,1.7340425531914894,3.978723404255319,20129.492328001492,278,2.382978723404255,0.1276595744680851
42,513,79,0.8404255319148937,432,95,1.0106382978723405,67.0,210,129,1.7340425531914894,4.0,20019.09516549745,280,2.382978723404255,0.1276595744680851
43,525,80,0.851063829787234,443,95,1.0106382978723405,70.0,215,132,1.7446808510638299,4.01063829787234,20440.008993930274,281,2.382978723404255,0.1276595744680851
44,539,80,0.851063829787234,457,96,1.0212765957446808,72.0,226,134,1.7446808510638299,4.1063829787234045,20296.044490599,290,2.393617021276596,0.11702127659574468
45,546,80,0.851063829787234,464,95,1.0106382978723405,73.0,232,136,1.7446808510638299,4.148936170212766,20296.044490599,294,2.393617021276596,0.11702127659574468
46,554,80,0.851063829787234,472,97,1.0319148936170213,76.0,240,138,1.7553191489361701,4.212765957446808,20163.11965938006,300,2.393617021276596,0.11702127659574468
47,568,80,0.851063829787234,486,99,1.053191489361702,76.0,247,143,1.7446808510638299,4.23404255319149,20019.09516549745,302,2.393617021276596,0.11702127659574468
48,577,82,0.8723404255319149,493,100,1.0638297872340425,80.0,251,151,1.7553191489361701,4.170212765957447,19793.814574966273,296,2.393617021276596,0.11702127659574468
49,580,80,0.851063829787234,498,103,1.0957446808510638,82.0,261,157,1.7659574468085106,4.23404255319149,20014.657754595915,302,2.393617021276596,0.11702127659574468
50,590,81,0.8617021276595744,507,102,1.0851063829787233,84.0,269,158,1.7553191489361701,4.297872340425532,20194.420365400692,308,2.393617021276596,0.11702127659574468
51,594,80,0.851063829787234,512,106,1.127659574468085,85.0,273,163,1.7765957446808511,4.297872340425532,20034.527711194005,308,2.393617021276596,0.11702127659574468
52,605,81,0.8617021276595744,522,107,1.1382978723404256,87.0,279,165,1.7765957446808511,4.329787234042553,20152.162540156,311,2.393617021276596,0.11702127659574468
53,609,81,0.8617021276595744,526,107,1.1382978723404256,89.0,289,168,1.797872340425532,4.404255319148936,19942.791470848,318,2.393617021276596,0.11702127659574468
54,618,80,0.851063829787234,536,110,1.1702127659574468,91.0,293,172,1.8085106382978724,4.414893617021277,19947.17542313462,319,2.404255319148936,0.10638297872340426
55,627,82,0.8723404255319149,543,110,1.1702127659574468,91.0,298,174,1.8085106382978724,4.425531914893617,19813.18143984381,320,2.404255319148936,0.10638297872340426
56,636,82,0.8723404255319149,552,110,1.1702127659574468,91.0,302,176,1.8085106382978724,4.446808510638298,19853.569263628495,322,2.404255319148936,0.10638297872340426
57,642,80,0.851063829787234,560,115,1.2234042553191489,96.0,307,180,1.8191489361702127,4.4787234042553195,19843.36378479802,325,2.404255319148936,0.10638297872340426
58,649,81,0.8617021276595744,566,117,1.2446808510638299,97.0,312,183,1.8085106382978724,4.48936170212766,20057.05228687726,326,2.404255319148936,0.10638297872340426
59,658,80,0.851063829787234,576,122,1.297872340425532,99.0,315,186,1.8297872340425532,4.5,19802.97596101334,327,2.404255319148936,0.10638297872340426
60,664,82,0.8723404255319149,580,123,1.3085106382978724,107.0,324,189,1.8191489361702127,4.542553191489362,20586.742930290962,331,2.404255319148936,0.10638297872340426
61,672,80,0.851063829787234,590,128,1.3617021276595744,108.0,329,193,1.8297872340425532,4.574468085106383,19802.97596101334,334,2.404255319148936,0.10638297872340426
62,681,80,0.851063829787234,599,128,1.3617021276595744,111.0,331,197,1.8404255319148937,4.553191489361702,19853.997625930533,332,2.404255319148936,0.10638297872340426
63,688,82,0.8723404255319149,604,129,1.372340425531915,113.0,340,199,1.8297872340425532,4.6063829787234045,20023.769506620174,337,2.404255319148936,0.10638297872340426
64,690,81,0.8617021276595744,607,129,1.372340425531915,114.0,347,202,1.8404255319148937,4.659574468085107,19866.82039461465,342,2.404255319148936,0.10638297872340426
65,694,82,0.8723404255319149,610,128,1.3617021276595744,121.0,351,205,1.8297872340425532,4.659574468085107,19866.82039461465,342,2.404255319148936,0.10638297872340426
66,701,80,0.851063829787234,619,135,1.4361702127659575,123.0,356,209,1.851063829787234,4.691489361702128,19950.186148885867,345,2.404255319148936,0.10638297872340426
67,708,81,0.8617021276595744,625,135,1.4361702127659575,124.0,360,211,1.8297872340425532,4.702127659574468,20165.158438428145,346,2.404255319148936,0.10638297872340426
68,716,82,0.8723404255319149,632,138,1.4680851063829787,126.0,364,216,1.851063829787234,4.680851063829787,20164.527600097135,344,2.404255319148936,0.10638297872340426
69,719,81,0.8617021276595744,636,139,1.4787234042553192,128.0,373,219,1.872340425531915,4.75531914893617,20209.593855082294,351,2.404255319148936,0.10638297872340426
70,724,80,0.851063829787234,642,143,1.5212765957446808,132.0,387,220,1.872340425531915,4.904255319148936,20049.44925153169,365,2.404255319148936,0.10638297872340426
71,732,81,0.8617021276595744,649,143,1.5212765957446808,137.0,395,221,1.851063829787234,4.968085106382978,20127.594319812746,371,2.404255319148936,0.10638297872340426
72,742,81,0.8617021276595744,659,143,1.5212765957446808,138.0,403,227,1.872340425531915,4.98936170212766,20005.924964747428,373,2.404255319148936,0.10638297872340426
73,748,81,0.8617021276595744,665,144,1.5319148936170213,142.0,415,235,1.8829787234042554,5.031914893617022,20005.924964747428,377,2.404255319148936,0.10638297872340426
74,750,82,0.8723404255319149,666,144,1.5319148936170213,147.0,418,238,1.8829787234042554,5.0212765957446805,20098.10972881265,376,2.404255319148936,0.10638297872340426
75,752,81,0.8617021276595744,669,145,1.5425531914893618,149.0,423,242,1.8829787234042554,5.042553191489362,19917.621182561892,378,2.404255319148936,0.10638297872340426
76,754,82,0.8723404255319149,670,145,1.5425531914893618,151.0,432,249,1.872340425531915,5.053191489361702,19917.621182561892,379,2.404255319148936,0.10638297872340426
77,758,81,0.8617021276595744,675,147,1.5638297872340425,153.0,437,251,1.8936170212765957,5.095744680851064,20097.369480238533,383,2.404255319148936,0.10638297872340426
78,762,82,0.8723404255319149,678,147,1.5638297872340425,154.0,440,255,1.8829787234042554,5.074468085106383,20015.995798568045,381,2.404255319148936,0.10638297872340426
79,764,81,0.8617021276595744,681,148,1.574468085106383,156.0,444,257,1.8936170212765957,5.1063829787234045,20005.52821799609,384,2.404255319148936,0.10638297872340426
80,771,81,0.8617021276595744,688,153,1.627659574468085,159.0,453,261,1.9042553191489362,5.159574468085107,20108.23810982654,389,2.404255319148936,0.10638297872340426
